filename,image_path,latitude,longitude,heading,camera_point,index_right,property_id,FULLADDR,parcel_geom,parcel_centroid_proj,parcel_rep_pt_proj,distance_boundary_ft,distance_centroid_ft,bearing_to_parcel_deg,angle_diff_deg,match_score,camera_point_wkt,parcel_geom_wkt,parcel_centroid_proj_wkt,parcel_rep_pt_proj_wkt,geometry_wkt
Run 3_Camera 4 360_34_3.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 3_Camera 4 360_34_3.jpg,39.29467833333333,-76.65876472222223,176.4774716,POINT (1408908.6671290305 593091.5696843927),77947,2206A014,2573 EDMONDSON AVE,"POLYGON ((1408930.5311675966 592934.5526594977, 1408930.2807994299 592939.5426125139, 1408925.7808283675 593029.4226947018, 1408909.751129136 593028.5927421547, 1408909.991257313 593023.5925491411, 1408914.5009563765 592933.7027389522, 1408930.5311675966 592934.5526594977))",POINT (1408920.1378807384 592981.5715081089),POINT (1408920.138188521 592981.5675808275),62.94874899519422,110.594651455227,174.04669252464737,2.430779075352632,65.37952807054685,POINT (1408908.667129 593091.569684),"POLYGON ((1408930.531168 592934.552659, 1408930.280799 592939.542613, 1408925.780828 593029.422695, 1408909.751129 593028.592742, 1408909.991257 593023.592549, 1408914.500956 592933.702739, 1408930.531168 592934.552659))",POINT (1408920.137881 592981.571508),POINT (1408920.138189 592981.567581),"POLYGON ((1408908.667129 593091.569684, 1408970.742684 592977.347859, 1408861.069532 592970.596676, 1408908.667129 593091.569684))"
Run 3_Camera 4 360_39_1.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 3_Camera 4 360_39_1.jpg,39.30956,-76.65337666666667,355.8384488,POINT (1410412.9890819797 598517.6850225679),103308,3204 010,2218 W NORTH AVE,"POLYGON ((1410420.5813829638 598578.7338119339, 1410420.4912708977 598580.7331723515, 1410413.76102601 598728.5844662801, 1410396.9812466195 598727.7335217075, 1410397.0810866917 598725.7336493009, 1410403.7411875238 598579.8832517733, 1410403.8415395957 598577.8936193888, 1410420.5813829638 598578.7338119339))",POINT (1410408.7906057192 598653.2529050809),POINT (1410408.791382662 598653.2334108262),60.591451176622655,135.63287939132266,358.226215626898,2.38776682689803,62.979218003520685,POINT (1410412.989082 598517.685023),"POLYGON ((1410420.581383 598578.733812, 1410420.491271 598580.733172, 1410413.761026 598728.584466, 1410396.981247 598727.733522, 1410397.081087 598725.733649, 1410403.741188 598579.883252, 1410403.84154 598577.893619, 1410420.581383 598578.733812))",POINT (1410408.790606 598653.252905),POINT (1410408.791383 598653.233411),"POLYGON ((1410412.989082 598517.685023, 1410349.643492 598631.207427, 1410459.234529 598639.181354, 1410412.989082 598517.685023))"
Run 3_Camera 4 360_43_1.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 3_Camera 4 360_43_1.jpg,39.294666944444444,-76.65908361111111,176.1783415,POINT (1408818.4321107324 593087.0843025914),77953,2206A020,2585 EDMONDSON AVE,"POLYGON ((1408834.3109882066 592929.5227681857, 1408829.8110171522 593019.4023383782, 1408829.561160986 593024.4025313891, 1408813.1510456717 593023.541858826, 1408817.6607447302 592933.6633126378, 1408817.9111129008 592928.6626076206, 1408834.3109882066 592929.5227681857))",POINT (1408823.7333417016 592976.5374005783),POINT (1408823.7335487236 592976.532825508),63.17862918855303,110.67393819001937,177.25451424736627,1.0761727473662859,64.25480193591932,POINT (1408818.432111 593087.084303),"POLYGON ((1408834.310988 592929.522768, 1408829.811017 593019.402338, 1408829.561161 593024.402531, 1408813.151046 593023.541859, 1408817.660745 592933.663313, 1408817.911113 592928.662608, 1408834.310988 592929.522768))",POINT (1408823.733342 592976.537401),POINT (1408823.733549 592976.532826),"POLYGON ((1408818.432111 593087.084303, 1408881.103147 592973.188116, 1408771.466736 592965.864446, 1408818.432111 593087.084303))"
Run 3_Camera 4 360_7_3.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 3_Camera 4 360_7_3.jpg,39.3095175,-76.65451222222222,355.8922935,POINT (1410091.7352940193 598500.9871190751),103247,3203 004,2306 W NORTH AVE,"POLYGON ((1410103.1413189904 598562.6836250989, 1410099.131332148 598647.843578337, 1410099.0309800715 598649.8439627386, 1410079.4812801403 598648.8537540645, 1410083.8808990647 598563.7234968537, 1410083.990979137 598561.7138964311, 1410103.1413189904 598562.6836250989))",POINT (1410091.403729607 598605.9236357835),POINT (1410091.4095180212 598605.7835375953),61.04072203516769,104.93704052354633,359.82188771429634,3.929594214296344,64.97031624946403,POINT (1410091.735294 598500.987119),"POLYGON ((1410103.141319 598562.683625, 1410099.131332 598647.843578, 1410099.03098 598649.843963, 1410079.48128 598648.853754, 1410083.880899 598563.723497, 1410083.990979 598561.713896, 1410103.141319 598562.683625))",POINT (1410091.40373 598605.923636),POINT (1410091.409518 598605.783538),"POLYGON ((1410091.735294 598500.987119, 1410028.496417 598614.569003, 1410138.094898 598622.439937, 1410091.735294 598500.987119))"
Run 3_Camera 4 360_81_1.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 3_Camera 4 360_81_1.jpg,39.29461666666666,-76.66042805555556,175.876313,POINT (1408438.0014913012 593067.3534182303),78156,2213B018,2635 EDMONDSON AVE,"POLYGON ((1408460.2411528034 592910.8424354702, 1408455.4810855738 593005.7227106609, 1408441.3309387232 593005.0325341921, 1408441.5710668874 593000.03234118, 1408445.8206697816 592915.1524520102, 1408446.080765948 592910.1527709863, 1408460.2411528034 592910.8424354702))",POINT (1408450.7790496019 592957.9318985549),POINT (1408450.7958065611 592957.592396595),62.40975730958915,110.16503512549781,173.3513106578825,2.525002342117517,64.93475965170667,POINT (1408438.001491 593067.353418),"POLYGON ((1408460.241153 592910.842435, 1408455.481086 593005.722711, 1408441.330939 593005.032534, 1408441.571067 593000.032341, 1408445.82067 592915.152452, 1408446.080766 592910.152771, 1408460.241153 592910.842435))",POINT (1408450.77905 592957.931899),POINT (1408450.795807 592957.592397),"POLYGON ((1408438.001491 593067.353418, 1408501.272045 592953.789177, 1408391.675763 592945.887674, 1408438.001491 593067.353418))"
Run 3_Camera 4 360_97_1.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 3_Camera 4 360_97_1.jpg,39.29459694444444,-76.66099555555556,175.9199628,POINT (1408277.4166995944 593059.5730389432),78144,2213B006,2659 EDMONDSON AVE,"POLYGON ((1408292.0808628965 592902.5828457801, 1408291.8310067267 592907.582526776, 1408287.570651845 592992.4624159691, 1408287.3207956606 592997.4626089686, 1408273.22031284 592996.7724324965, 1408277.7207958796 592906.8923503046, 1408277.9706520601 592901.8926692877, 1408292.0808628965 592902.5828457801))",POINT (1408282.648584601 592949.6713897163),POINT (1408282.631005057 592950.0224713725),62.5203572251262,110.02611109875434,177.27493524456975,1.3549724445697393,63.87532966969594,POINT (1408277.4167 593059.573039),"POLYGON ((1408292.080863 592902.582846, 1408291.831007 592907.582527, 1408287.570652 592992.462416, 1408287.320796 592997.462609, 1408273.220313 592996.772432, 1408277.720796 592906.89235, 1408277.970652 592901.892669, 1408292.080863 592902.582846))",POINT (1408282.648585 592949.67139),POINT (1408282.631005 592950.022471),"POLYGON ((1408277.4167 593059.573039, 1408340.600718 592945.960629, 1408230.998448 592938.142623, 1408277.4167 593059.573039))"
Run 40_Camera 4 360_18_1.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 40_Camera 4 360_18_1.jpg,39.322252222222225,-76.61733944444444,266.020177,POINT (1420590.5545090816 603181.3337381865),118195,3648 001,2800 N CHARLES ST,"POLYGON ((1420434.0929373445 603085.1746487446, 1420577.2133501861 603092.4747496671, 1420567.8130241376 603265.3951046285, 1420562.813343137 603265.1447364676, 1420424.4529952386 603258.3351317708, 1420433.8128731723 603090.1748417688, 1420434.0929373445 603085.1746487446))",POINT (1420500.8738564264 603175.3655375936),POINT (1420500.887006069 603175.404940719),18.144934906297724,89.87902357602123,266.2171207398417,0.19694373984168578,18.34187864613941,POINT (1420590.554509 603181.333738),"POLYGON ((1420434.092937 603085.174649, 1420577.21335 603092.47475, 1420567.813024 603265.395105, 1420562.813343 603265.144736, 1420424.452995 603258.335132, 1420433.812873 603090.174842, 1420434.092937 603085.174649))",POINT (1420500.873856 603175.365538),POINT (1420500.887006 603175.404941),"POLYGON ((1420590.554509 603181.333738, 1420476.83176 603118.348532, 1420469.205467 603227.964308, 1420590.554509 603181.333738))"
Run 42_Camera 4 360_101_3.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 42_Camera 4 360_101_3.jpg,39.32177555555556,-76.62294527777777,147.7336912,POINT (1419005.3530918804 603001.1167959834),118359,3651 026,317 W 29TH ST,"POLYGON ((1419030.5480805952 602925.9103267076, 1419035.008369434 602928.6385193784, 1419091.6622040789 602963.2910717682, 1419094.3330525865 602964.924736179, 1419089.7629394825 602972.5847696224, 1419067.3229980397 603009.4446805894, 1419000.14295333 602971.774783319, 1419023.0928468772 602934.5646642934, 1419029.2629603504 602925.1249185185, 1419030.5480805952 602925.9103267076))",POINT (1419047.4137448187 602967.6442299153),POINT (1419047.2725048424 602968.3497597489),23.04489097605225,53.75417383579225,128.01357843475563,19.72011276524438,42.76500374129663,POINT (1419005.353092 603001.116796),"POLYGON ((1419030.548081 602925.910327, 1419035.008369 602928.638519, 1419091.662204 602963.291072, 1419094.333053 602964.924736, 1419089.762939 602972.58477, 1419067.322998 603009.444681, 1419000.142953 602971.774783, 1419023.092847 602934.564664, 1419029.26296 602925.124919, 1419030.548081 602925.910327))",POINT (1419047.413745 602967.64423),POINT (1419047.272505 602968.34976),"POLYGON ((1419005.353092 603001.116796, 1419114.708177 602930.821239, 1419021.795665 602872.160828, 1419005.353092 603001.116796))"
Run 4_Camera 4 360_11_3.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 4_Camera 4 360_11_3.jpg,39.31001416666666,-76.64293222222223,355.9410994,POINT (1413367.6606062904 598694.4975841423),109644,3405 001,2500 PENNSYLVANIA AVE,"POLYGON ((1413033.431569414 598883.8337124683, 1413022.9115044884 598833.273701922, 1413161.931820481 598841.9838510276, 1413191.0717943371 598843.8137401012, 1413161.7818036005 598877.1039861722, 1413133.4518130918 598909.3036720444, 1413142.4215427197 598917.2734658866, 1413161.7019311509 598895.3639578837, 1413247.6119669054 598797.6937960569, 1413249.6717444132 598752.2937228674, 1413399.451742546 598761.6838083472, 1413175.6416432373 599010.0038535523, 1413161.2718486346 598997.25402661, 1413033.431569414 598883.8337124683))",POINT (1413203.7390879293 598870.0439697069),POINT (1413095.776381288 598880.4688493202),65.06541816313162,240.18076040065756,304.3724804147547,51.56861898524528,116.6340371483769,POINT (1413367.660606 598694.497584),"POLYGON ((1413033.431569 598883.833712, 1413022.911504 598833.273702, 1413161.93182 598841.983851, 1413191.071794 598843.81374, 1413161.781804 598877.103986, 1413133.451813 598909.303672, 1413142.421543 598917.273466, 1413161.701931 598895.363958, 1413247.611967 598797.693796, 1413249.671744 598752.293723, 1413399.451743 598761.683808, 1413175.641643 599010.003854, 1413161.271849 598997.254027, 1413033.431569 598883.833712))",POINT (1413203.739088 598870.04397),POINT (1413095.776381 598880.468849),"POLYGON ((1413367.660606 598694.497584, 1413304.518504 598808.133295, 1413414.12365 598815.910868, 1413367.660606 598694.497584))"
Run 4_Camera 4 360_165_1.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 4_Camera 4 360_165_1.jpg,39.29832972222222,-76.65862333333334,355.659828,POINT (1408943.7089668561 594421.6678042699),83891,2372 014,2566 W LAFAYETTE AVE,"POLYGON ((1408947.070782097 594479.4930063778, 1408946.9509739901 594482.4928150049, 1408943.2809550364 594575.2129617836, 1408929.8911283338 594574.5729613252, 1408931.1009853082 594544.0531471395, 1408931.3313854947 594538.0530179302, 1408931.4808896154 594534.4326652017, 1408933.6809553884 594478.8227979352, 1408947.070782097 594479.4930063778))",POINT (1408938.4805597838 594527.0250564595),POINT (1408939.2156828758 594508.4627401032),57.58484108979531,105.48690359208005,357.0365023329355,1.3766743329355222,58.961515422730834,POINT (1408943.708967 594421.667804),"POLYGON ((1408947.070782 594479.493006, 1408946.950974 594482.492815, 1408943.280955 594575.212962, 1408929.891128 594574.572961, 1408931.100985 594544.053147, 1408931.331385 594538.053018, 1408931.48089 594534.432665, 1408933.680955 594478.822798, 1408947.070782 594479.493006))",POINT (1408938.48056 594527.025056),POINT (1408939.215683 594508.46274),"POLYGON ((1408943.708967 594421.667804, 1408880.009777 594534.992176, 1408989.575422 594543.307717, 1408943.708967 594421.667804))"
Run 4_Camera 4 360_174_1.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 4_Camera 4 360_174_1.jpg,39.2983425,-76.6583075,355.8095616,POINT (1409033.0726837383 594426.6562679373),83885,2372 008,2554 W LAFAYETTE AVE,"POLYGON ((1409014.20116134 594578.572708151, 1409017.8609402908 594485.9928493894, 1409017.980748393 594482.9930407933, 1409031.371087082 594483.6530092624, 1409027.5909880348 594579.2127085959, 1409014.20116134 594578.572708151))",POINT (1409022.7855249322 594531.1064094024),POINT (1409022.7392338514 594532.2827787702),57.01140372762907,104.95550337355914,354.4125294834606,1.3970321165393784,58.40843584416845,POINT (1409033.072684 594426.656268),"POLYGON ((1409014.201161 594578.572708, 1409017.86094 594485.992849, 1409017.980748 594482.993041, 1409031.371087 594483.653009, 1409027.590988 594579.212709, 1409014.201161 594578.572708))",POINT (1409022.785525 594531.106409),POINT (1409022.739234 594532.282779),"POLYGON ((1409033.072684 594426.656268, 1408969.669867 594540.14672, 1409079.256869 594548.1759, 1409033.072684 594426.656268))"
Run 4_Camera 4 360_179_3.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 4_Camera 4 360_179_3.jpg,39.29833555555555,-76.6581238888889,39.96926226,POINT (1409085.0442674845 594424.3214327703),83740,2365 024,2546 W LAFAYETTE AVE,"POLYGON ((1409153.0612236168 594489.6628693726, 1409148.7911405468 594581.5633039762, 1409148.6508524546 594584.5631125912, 1409128.991072491 594583.5836559252, 1409133.0210275778 594488.6726606954, 1409153.0612236168 594489.6628693726))",POINT (1409140.9381218213 594536.4694968665),POINT (1409140.9770511219 594535.6130866744),80.26736599961518,125.3048731419886,26.683115333598884,13.286146926401116,93.5535129260163,POINT (1409085.044267 594424.321433),"POLYGON ((1409153.061224 594489.662869, 1409148.791141 594581.563304, 1409148.650852 594584.563113, 1409128.991072 594583.583656, 1409133.021028 594488.672661, 1409153.061224 594489.662869))",POINT (1409140.938122 594536.469497),POINT (1409140.977051 594535.613087),"POLYGON ((1409085.044267 594424.321433, 1409118.623373 594549.909823, 1409202.834789 594479.325006, 1409085.044267 594424.321433))"
Run 4_Camera 4 360_214_1.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 4_Camera 4 360_214_1.jpg,39.297602499999996,-76.65771388888889,356.472012,POINT (1409202.0757763633 594157.7546677301),83665,2364 045,2540 CALVERTON HEIGHTS AVE,"POLYGON ((1409189.2412038047 594286.2027328188, 1409193.9111589165 594195.3227144389, 1409194.0611750344 594192.3229058183, 1409209.031034043 594193.0627463247, 1409204.3708069276 594283.9330367108, 1409204.2110628306 594286.9328453236, 1409189.2412038047 594286.2027328188))",POINT (1409199.1381819735 594239.6348984168),POINT (1409199.1387332699 594239.6278755749),34.921713045439986,81.93290937171226,357.9455056383041,1.4734936383040917,36.39520668374408,POINT (1409202.075776 594157.754668),"POLYGON ((1409189.241204 594286.202733, 1409193.911159 594195.322714, 1409194.061175 594192.322906, 1409209.031034 594193.062746, 1409204.370807 594283.933037, 1409204.211063 594286.932845, 1409189.241204 594286.202733))",POINT (1409199.138182 594239.634898),POINT (1409199.138733 594239.627876),"POLYGON ((1409202.075776 594157.754668, 1409139.989338 594271.970578, 1409249.661846 594278.732211, 1409202.075776 594157.754668))"
Run 4_Camera 4 360_219_3.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 4_Camera 4 360_219_3.jpg,39.29760722222222,-76.6575363888889,356.3932472,POINT (1409252.3025079353 594159.663046257),83662,2364 042,2534 CALVERTON HEIGHTS AVE,"POLYGON ((1409234.6909409738 594288.4529743758, 1409239.5109121855 594194.5828753675, 1409255.3312033704 594195.3728919041, 1409255.2211233047 594197.3727643151, 1409250.5112321514 594289.242990911, 1409234.6909409738 594288.4529743758))",POINT (1409245.0090497455 594241.9163322991),POINT (1409244.9578642761 594242.9128693454),35.51434852673252,82.57601102678517,354.9581833431156,1.435063856884426,36.949412383616945,POINT (1409252.302508 594159.663046),"POLYGON ((1409234.690941 594288.452974, 1409239.510912 594194.582875, 1409255.331203 594195.372892, 1409255.221123 594197.372764, 1409250.511232 594289.242991, 1409234.690941 594288.452974))",POINT (1409245.00905 594241.916332),POINT (1409244.957864 594242.912869),"POLYGON ((1409252.302508 594159.663046, 1409190.059115 594273.793498, 1409299.722224 594280.705892, 1409252.302508 594159.663046))"
Run 4_Camera 4 360_226_1.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 4_Camera 4 360_226_1.jpg,39.29761638888889,-76.65728916666667,355.925349,POINT (1409322.2548098927 594163.2643951254),83657,2364 037,2524 CALVERTON HEIGHTS AVE,"POLYGON ((1409311.640972477 594292.3129449738, 1409316.3611036304 594200.4329903956, 1409316.460943701 594198.4326059879, 1409331.8409148003 594199.2026545111, 1409327.0209435725 594293.0829935117, 1409311.640972477 594292.3129449738))",POINT (1409321.7415861145 594245.7592262923),POINT (1409321.7100756424 594246.3729676846),35.413939105265726,82.49642760682056,359.6244608035824,3.6991118035824115,39.11305090884814,POINT (1409322.25481 594163.264395),"POLYGON ((1409311.640972 594292.312945, 1409316.361104 594200.43299, 1409316.460944 594198.432606, 1409331.840915 594199.202655, 1409327.020944 594293.082994, 1409311.640972 594292.312945))",POINT (1409321.741586 594245.759226),POINT (1409321.710076 594246.372968),"POLYGON ((1409322.25481 594163.264395, 1409259.081472 594276.882745, 1409368.684476 594284.690447, 1409322.25481 594163.264395))"
Run 4_Camera 4 360_299_1.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 4_Camera 4 360_299_1.jpg,39.29695944444444,-76.6554888888889,357.0888752,POINT (1409832.643247163 593925.9026484014),83353,2359 006,2410 W LANVALE ST,"POLYGON ((1409847.1009289492 593961.2127303685, 1409846.8413447826 593966.2129233808, 1409842.5712619298 594049.8128122925, 1409842.3214057446 594054.8130053048, 1409819.5112891535 594053.7526525395, 1409819.750905317 594048.7529715339, 1409824.0312281826 593965.0230345895, 1409824.2913243528 593960.013113578, 1409847.1009289492 593961.2127303685))",POINT (1409833.2963669852 594007.4482120016),POINT (1409833.2970116362 594007.4829474573),34.50203157901764,81.54817906223977,0.45914447146697057,3.3702692714669524,37.87230085048459,POINT (1409832.643247 593925.902648),"POLYGON ((1409847.100929 593961.21273, 1409846.841345 593966.212923, 1409842.571262 594049.812812, 1409842.321406 594054.813005, 1409819.511289 594053.752653, 1409819.750905 594048.752972, 1409824.031228 593965.023035, 1409824.291324 593960.013114, 1409847.100929 593961.21273))",POINT (1409833.296367 594007.448212),POINT (1409833.297012 594007.482947),"POLYGON ((1409832.643247 593925.902648, 1409771.790065 594040.780367, 1409881.529014 594046.360865, 1409832.643247 593925.902648))"
Run 4_Camera 4 360_332_1.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 4_Camera 4 360_332_1.jpg,39.296459444444444,-76.65489166666667,87.59953155,POINT (1410002.3494277797 593744.4256427429),83026,2349 045,2328 HARLEM AVE,"POLYGON ((1410061.951024263 593804.4925755846, 1410035.981355017 593803.1629106957, 1410040.9313742202 593711.3029241244, 1410066.9010434484 593712.6228610058, 1410061.951024263 593804.4925755846))",POINT (1410051.4414194762 593757.8954836124),POINT (1410051.4413283924 593757.8928858507),36.743767980039145,50.906387239526495,74.65959381432236,12.939937735677631,49.683705715716776,POINT (1410002.349428 593744.425643),"POLYGON ((1410061.951024 593804.492576, 1410035.981355 593803.162911, 1410040.931374 593711.302924, 1410066.901043 593712.622861, 1410061.951024 593804.492576))",POINT (1410051.441419 593757.895484),POINT (1410051.441328 593757.892886),"POLYGON ((1410002.349428 593744.425643, 1410117.764939 593804.252558, 1410122.367164 593694.468232, 1410002.349428 593744.425643))"
Run 4_Camera 4 360_55_3.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 4_Camera 4 360_55_3.jpg,39.310092777777776,-76.64136666666667,354.9991726,POINT (1413810.528559082 598724.8667636366),109661,3406 009,1400 W NORTH AVE,"POLYGON ((1413833.4220041696 598860.7240948925, 1413771.101864957 598801.3638253217, 1413769.1019926004 598799.4637928851, 1413785.8618044148 598781.6436296528, 1413839.5020072241 598784.6936155572, 1413833.4220041696 598860.7240948925))",POINT (1413811.4634017684 598810.7262749146),POINT (1413819.0286994234 598831.043960107),58.08559794048277,85.86460043430705,4.5771194322919655,9.577946832291957,67.66354477277473,POINT (1413810.528559 598724.866764),"POLYGON ((1413833.422004 598860.724095, 1413771.101865 598801.363825, 1413769.101993 598799.463793, 1413785.861804 598781.64363, 1413839.502007 598784.693616, 1413833.422004 598860.724095))",POINT (1413811.463402 598810.726275),POINT (1413819.028699 598831.04396),"POLYGON ((1413810.528559 598724.866764, 1413745.526933 598837.449127, 1413854.989414 598847.027446, 1413810.528559 598724.866764))"
Run 4_Camera 4 360_68_1.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 4_Camera 4 360_68_1.jpg,39.310114444444444,-76.64090444444444,355.034501,POINT (1413941.2850604434 598733.2726006944),110266,3414 035,1390 W NORTH AVE,"POLYGON ((1413928.9217992702 598872.0940834861, 1413929.031879336 598870.0936990925, 1413933.3219300562 598792.5036674038, 1413948.1120770448 598793.3940359311, 1413943.701706235 598873.0438440336, 1413928.9217992702 598872.0940834861))",POINT (1413938.51533681 598832.7560641598),POINT (1413938.57042964 598831.7438675119),59.60254432667508,99.52201199768977,358.42088449462216,3.38638349462218,62.98892782129726,POINT (1413941.28506 598733.272601),"POLYGON ((1413928.921799 598872.094083, 1413929.031879 598870.093699, 1413933.32193 598792.503667, 1413948.112077 598793.394036, 1413943.701706 598873.043844, 1413928.921799 598872.094083))",POINT (1413938.515337 598832.756064),POINT (1413938.57043 598831.743868),"POLYGON ((1413941.28506 598733.272601, 1413876.352865 598845.895023, 1413985.82123 598855.405846, 1413941.28506 598733.272601))"
Run 4_Camera 4 360_70_1.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 4_Camera 4 360_70_1.jpg,39.310118055555556,-76.64083222222223,355.673129,POINT (1413961.71543289 598734.6682776901),110265,3414 034,1388 W NORTH AVE,"POLYGON ((1413943.701706235 598873.0438440336, 1413948.1120770448 598793.3940359311, 1413963.3317920947 598794.3141004856, 1413958.9219333054 598874.0140845923, 1413943.701706235 598873.0438440336))",POINT (1413953.5175935188 598833.6929956864),POINT (1413953.5175617426 598833.6789722596),59.43959954167185,99.36347087644687,355.2668298554149,0.4062991445850912,59.845898686256945,POINT (1413961.715433 598734.668278),"POLYGON ((1413943.701706 598873.043844, 1413948.112077 598793.394036, 1413963.331792 598794.3141, 1413958.921933 598874.014085, 1413943.701706 598873.043844))",POINT (1413953.517594 598833.692996),POINT (1413953.517562 598833.678972),"POLYGON ((1413961.715433 598734.668278, 1413898.042553 598848.007434, 1414007.610125 598856.297539, 1413961.715433 598734.668278))"
Run 4_Camera 4 360_78_3.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 4_Camera 4 360_78_3.jpg,39.31336472222222,-76.6150725,86.69395625,POINT (1421245.5341322168 599946.9134724317),122788,3811 020,2101 SAINT PAUL ST,"POLYGON ((1421391.5332057457 599986.7343609842, 1421272.6032617881 599980.294420816, 1421273.6031984705 599960.1344167382, 1421392.553110447 599966.1442768114, 1421391.5332057457 599986.7343609842))",POINT (1421332.7823760053 599973.3378359523),POINT (1421332.5784204572 599973.2193488136),31.026856893835458,91.16196044208064,73.18452411598436,13.50943213401564,44.5362890278511,POINT (1421245.534132 599946.913472),"POLYGON ((1421391.533206 599986.734361, 1421272.603262 599980.294421, 1421273.603198 599960.134417, 1421392.55311 599966.144277, 1421391.533206 599986.734361))",POINT (1421332.782376 599973.337836),POINT (1421332.57842 599973.219349),"POLYGON ((1421245.534132 599946.913472, 1421359.989686 600008.557013, 1421366.326436 599898.859135, 1421245.534132 599946.913472))"
Run 4_Camera 4 360_80_3.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 4_Camera 4 360_80_3.jpg,39.310131388888884,-76.64047722222223,355.47580672,POINT (1414062.1448757094 598739.9201101711),110258,3414 026,1370 W NORTH AVE,"POLYGON ((1414172.8217542665 598806.9640920608, 1414166.1621660374 598927.3936844167, 1414141.2118890204 598925.843859506, 1414134.8021569543 599041.6639149258, 1414124.7521066556 599052.6939329227, 1413901.7417615603 598880.3838765197, 1414048.0616629932 598889.7140579227, 1414048.612063342 598879.7239119023, 1414052.9318100878 598801.7237681297, 1414053.0418901653 598799.7238957259, 1414172.8217542665 598806.9640920608))",POINT (1414079.202628825 598910.6900107098),POINT (1414051.374878339 598926.6187719613),60.244066731277435,171.61971294510747,356.6984644434846,1.2226577234846445,61.46672445476208,POINT (1414062.144876 598739.92011),"POLYGON ((1414172.821754 598806.964092, 1414166.162166 598927.393684, 1414141.211889 598925.84386, 1414134.802157 599041.663915, 1414124.752107 599052.693933, 1413901.741762 598880.383877, 1414048.061663 598889.714058, 1414048.612063 598879.723912, 1414052.93181 598801.723768, 1414053.04189 598799.723896, 1414172.821754 598806.964092))",POINT (1414079.202629 598910.690011),POINT (1414051.374878 598926.618772),"POLYGON ((1414062.144876 598739.92011, 1413998.082042 598853.03931, 1414107.620415 598861.706708, 1414062.144876 598739.92011))"
Run 4_Camera 4 360_88_3.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 4_Camera 4 360_88_3.jpg,39.313089999999995,-76.61505777777778,85.9878153,POINT (1421250.1215873838 599846.8684093892),122674,3808 008,2027 SAINT PAUL ST,"POLYGON ((1421399.1835146951 599844.7941082685, 1421398.3433221122 599861.9240957468, 1421395.3435135116 599861.7541116276, 1421281.5335705797 599855.4344916138, 1421278.532737977 599855.264507513, 1421279.3632025572 599838.1340080409, 1421396.183194095 599844.624124163, 1421399.1835146951 599844.7941082685))",POINT (1421338.853889549 599850.0281460356),POINT (1421338.8566360264 599850.0293078907),28.784378164043577,88.78854308523103,87.9598861757997,1.9720708757997016,30.75644903984328,POINT (1421250.121587 599846.868409),"POLYGON ((1421399.183515 599844.794108, 1421398.343322 599861.924096, 1421395.343514 599861.754112, 1421281.533571 599855.434492, 1421278.532738 599855.264508, 1421279.363203 599838.134008, 1421396.183194 599844.624124, 1421399.183515 599844.794108))",POINT (1421338.85389 599850.028146),POINT (1421338.856636 599850.029308),"POLYGON ((1421250.121587 599846.868409, 1421363.808744 599909.917839, 1421371.496948 599800.306387, 1421250.121587 599846.868409))"
